Dataset,ID,Python,Reference Java,Pre-trained Pred,Fine-tuned Pred,Pre-trained BLEU,Fine-tuned BLEU,Pre-trained Logic,Fine-tuned Logic
BigCodeNet,495,"while 1:
    try:
        a,b,n=map(int,input().split())
        ans=0
        a=a%b
        for i in range(n):
            if a==0:break
            a*=10
            ans+=a//b
            a=a%b
        print(ans)
    except:break
","import java.util.*;
import java.lang.*;
import java.math.*;
import java.io.*;

import static java.lang.Math.*;
import static java.util.Arrays.*;

public class Main{

	Scanner sc;

	static final int INF=1<<28;
	static final double EPS=1e-9;

	void run(){
		sc=new Scanner(System.in);
		for(; sc.hasNext();){
			long a=sc.nextLong();
			long b=sc.nextLong();
			long n=sc.nextLong();
			long ans=0;
			for(int i=0; i<n; i++){
				a=(a*10)%(b*10);
				ans+=a/b;
			}
			println(ans+"""");
		}
		sc.close();
	}

	void print(String s){
		System.out.print(s);
	}

	void println(String s){
		System.out.println(s);
	}

	public static void main(String[] args){
		new Main().run();
	}
}",print(ans)print(ans),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int a = sc.nextInt();
			int b = sc.nextInt();
			int n = sc.nextInt();
			if(n == 0) break;
			int ans = 0;
			for(int i = 0; i < n; i++) {
				ans += sc.nextInt();
			",0.0,0.1549,0.0,0.75
BigCodeNet,496,"while 1:
    try:n=float(input())
    except:break
    s=n
    for i in range(9):
        n=n/3 if i%2 else n*2
        s+=n
    print(s)","import java.util.*;

public class Main{
    private static double calculation(double value){
	double sum = value;
	double[] values = new double[10];
	values[0] = value;
	
	for(int i = 1; i < 10; ++i){
	    if(i%2 == 1){
		values[i] = values[i-1]*2.0;
	    } else {
		values[i] = values[i-1]/3.0;
	    }
	    sum += values[i];
	}
	

	return sum;
    }
    
    public static void main(String[] args){
	Scanner sc = new Scanner(System.in);
	
	while(sc.hasNext()){
	    double value = sc.nextDouble();
	    System.out.printf(""%f\n"", calculation(value));
	}
    }
}",print(s),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			double n = sc.nextDouble();
			if (n == 0) break;
			double ans = 0;
			for (int i = 0; i < 9; i++) {
				ans += n / 3;
				}
			
			System.out.println(ans);
			}
		",0.0,0.2263,0.0,1.0
BigCodeNet,497,"while 1:
    try:n=float(input())
    except:break
    s=n
    for i in range(9):
        n=n/3 if i%2 else n*2
        s+=n
    print(s)","import java.util.Scanner;

public class Main {
    public static void main(String[] args) throws Exception {
        Scanner in = new Scanner(System.in);
        
        while(in.hasNextDouble()){
            double a = in.nextDouble();
            System.out.println(a * 633 / 81);
        }
    }
}

",print(s),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			double n = sc.nextDouble();
			if (n == 0) break;
			double ans = 0;
			for (int i = 0; i < 9; i++) {
				ans += n / 3;
				}
			
			System.out.println(ans);
			}
		",0.0,0.4386,0.0,1.0
BigCodeNet,498,"while 1:
    try:n=float(input())
    except:break
    s=n
    for i in range(9):
        n=n/3 if i%2 else n*2
        s+=n
    print(s)","import java.util.*;
public class Main {
	static Scanner sc = new Scanner(System.in);
	static double[] sequence;	
	static  int i;
	static double Sum = 0.0;
	public static void main(String[] args) {
		
		while(read()){
			slove();
		}
	}
	static boolean read(){
		if(!sc.hasNextDouble())return false;
		
		sequence = new double[11];
		sequence[0] = 0.0;
		sequence[1] = 0.0;
		sequence[1] = sc.nextDouble();
		return true;
	}
	static void slove(){
		
		for(i = 2; i <= 10; i++){
			if(i%2 == 0){
				sequence[i] = 2*sequence[i-1];
			}else{
				sequence[i] = sequence[i-1]/3;
			}
			//System.out.println(sequence[i]);
		}
		for(i = 1; i <= 10; i++){
			Sum = Sum + sequence[i];
		}
		for(i = 1; i <= 10; i++){
			sequence[i] = 0.0;
		}
		System.out.println(Sum);
		Sum = 0.0;
	}
}",print(s),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			double n = sc.nextDouble();
			if (n == 0) break;
			double ans = 0;
			for (int i = 0; i < 9; i++) {
				ans += n / 3;
				}
			
			System.out.println(ans);
			}
		",0.0,0.0898,0.0,1.0
BigCodeNet,499,"while True:
    try:
        a = float(input())
    except:
        break
    S = [a]
    for i in range(2,11):
        if i%2==0:
            Si = S[i-2] * 2
            S.append(Si)
        if i%2==1:
            Si = S[i-2] / 3
            S.append(Si)
    print(f'{sum(S):.6f}')
","import java.util.*;

public class Main{
    private static double calculation(double value){
	double sum = value;
	double[] values = new double[10];
	values[0] = value;
	
	for(int i = 1; i < 10; ++i){
	    if(i%2 == 1){
		values[i] = values[i-1]*2.0;
	    } else {
		values[i] = values[i-1]/3.0;
	    }
	    sum += values[i];
	}
	

	return sum;
    }
    
    public static void main(String[] args){
	Scanner sc = new Scanner(System.in);
	
	while(sc.hasNext()){
	    double value = sc.nextDouble();
	    System.out.printf(""%f\n"", calculation(value));
	}
    }
}","print(f'{sum(S):.6f}')print(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			double a = sc.nextDouble();
			if (a == 0)
				break;
			double sum = 0;
			for (int i = 2; i <= 11; i++) {
				sum += a * 3;
			}
			System.out.println(sum);
			}
		",0.0,0.234,0.0,1.0
BigCodeNet,500,"while True:
    try:
        a = float(input())
    except:
        break
    S = [a]
    for i in range(2,11):
        if i%2==0:
            Si = S[i-2] * 2
            S.append(Si)
        if i%2==1:
            Si = S[i-2] / 3
            S.append(Si)
    print(f'{sum(S):.6f}')
","import java.util.Scanner;

public class Main {
    public static void main(String[] args) throws Exception {
        Scanner in = new Scanner(System.in);
        
        while(in.hasNextDouble()){
            double a = in.nextDouble();
            System.out.println(a * 633 / 81);
        }
    }
}

","print(f'{sum(S):.6f}')print(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			double a = sc.nextDouble();
			if (a == 0)
				break;
			double sum = 0;
			for (int i = 2; i <= 11; i++) {
				sum += a * 3;
			}
			System.out.println(sum);
			}
		",0.0,0.4604,0.0,1.0
BigCodeNet,501,"while True:
    try:
        a = float(input())
    except:
        break
    S = [a]
    for i in range(2,11):
        if i%2==0:
            Si = S[i-2] * 2
            S.append(Si)
        if i%2==1:
            Si = S[i-2] / 3
            S.append(Si)
    print(f'{sum(S):.6f}')
","import java.util.*;
public class Main {
	static Scanner sc = new Scanner(System.in);
	static double[] sequence;	
	static  int i;
	static double Sum = 0.0;
	public static void main(String[] args) {
		
		while(read()){
			slove();
		}
	}
	static boolean read(){
		if(!sc.hasNextDouble())return false;
		
		sequence = new double[11];
		sequence[0] = 0.0;
		sequence[1] = 0.0;
		sequence[1] = sc.nextDouble();
		return true;
	}
	static void slove(){
		
		for(i = 2; i <= 10; i++){
			if(i%2 == 0){
				sequence[i] = 2*sequence[i-1];
			}else{
				sequence[i] = sequence[i-1]/3;
			}
			//System.out.println(sequence[i]);
		}
		for(i = 1; i <= 10; i++){
			Sum = Sum + sequence[i];
		}
		for(i = 1; i <= 10; i++){
			sequence[i] = 0.0;
		}
		System.out.println(Sum);
		Sum = 0.0;
	}
}","print(f'{sum(S):.6f}')print(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f'{sum(S):.6f}')
bearprint(f","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			double a = sc.nextDouble();
			if (a == 0)
				break;
			double sum = 0;
			for (int i = 2; i <= 11; i++) {
				sum += a * 3;
			}
			System.out.println(sum);
			}
		",0.0,0.1047,0.0,1.0
BigCodeNet,502,"# -*- coding:utf-8 -*-

def solve(a):
	s = 0
	for _ in xrange(1, 11):
		s += a
		if _ % 2 == 1:
			a = a * 2.0
		else:
			a = a / 3.0
	print s

	
while True:
	try :
		a = float(raw_input())
		solve(a)
	except:
		break","import java.util.*;

public class Main{
    private static double calculation(double value){
	double sum = value;
	double[] values = new double[10];
	values[0] = value;
	
	for(int i = 1; i < 10; ++i){
	    if(i%2 == 1){
		values[i] = values[i-1]*2.0;
	    } else {
		values[i] = values[i-1]/3.0;
	    }
	    sum += values[i];
	}
	

	return sum;
    }
    
    public static void main(String[] args){
	Scanner sc = new Scanner(System.in);
	
	while(sc.hasNext()){
	    double value = sc.nextDouble();
	    System.out.printf(""%f\n"", calculation(value));
	}
    }
}",":
			a = float(raw_input()):
			a = float(raw_input())

	solve(a):
		= float(raw_input())
		:
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		PrintWriter out = new PrintWriter(System.out);
		int n = Integer.parseInt(br.",0.0001,0.1137,0.0,0.0
BigCodeNet,503,"# -*- coding:utf-8 -*-

def solve(a):
	s = 0
	for _ in xrange(1, 11):
		s += a
		if _ % 2 == 1:
			a = a * 2.0
		else:
			a = a / 3.0
	print s

	
while True:
	try :
		a = float(raw_input())
		solve(a)
	except:
		break","import java.util.Scanner;

public class Main {
    public static void main(String[] args) throws Exception {
        Scanner in = new Scanner(System.in);
        
        while(in.hasNextDouble()){
            double a = in.nextDouble();
            System.out.println(a * 633 / 81);
        }
    }
}

",":
			a = float(raw_input()):
			a = float(raw_input())

	solve(a):
		= float(raw_input())
		:
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		PrintWriter out = new PrintWriter(System.out);
		int n = Integer.parseInt(br.",0.0004,0.2611,0.0,0.0
BigCodeNet,504,"# -*- coding:utf-8 -*-

def solve(a):
	s = 0
	for _ in xrange(1, 11):
		s += a
		if _ % 2 == 1:
			a = a * 2.0
		else:
			a = a / 3.0
	print s

	
while True:
	try :
		a = float(raw_input())
		solve(a)
	except:
		break","import java.util.*;
public class Main {
	static Scanner sc = new Scanner(System.in);
	static double[] sequence;	
	static  int i;
	static double Sum = 0.0;
	public static void main(String[] args) {
		
		while(read()){
			slove();
		}
	}
	static boolean read(){
		if(!sc.hasNextDouble())return false;
		
		sequence = new double[11];
		sequence[0] = 0.0;
		sequence[1] = 0.0;
		sequence[1] = sc.nextDouble();
		return true;
	}
	static void slove(){
		
		for(i = 2; i <= 10; i++){
			if(i%2 == 0){
				sequence[i] = 2*sequence[i-1];
			}else{
				sequence[i] = sequence[i-1]/3;
			}
			//System.out.println(sequence[i]);
		}
		for(i = 1; i <= 10; i++){
			Sum = Sum + sequence[i];
		}
		for(i = 1; i <= 10; i++){
			sequence[i] = 0.0;
		}
		System.out.println(Sum);
		Sum = 0.0;
	}
}",":
			a = float(raw_input()):
			a = float(raw_input())

	solve(a):
		= float(raw_input())
		:
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
		= float(raw_input())
","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		PrintWriter out = new PrintWriter(System.out);
		int n = Integer.parseInt(br.",0.0,0.0461,0.0,0.0
BigCodeNet,505,"import math

r = 50001
sqrt = int(math.sqrt(r))
p = [1]*r
p[0] = 0
for i in range(1,sqrt):
    if p[i]:
        p[2*i+1::i+1] = [0 for x in range(2*i+1,r,i+1)]

prime = []
for i in range(len(p)):
    if p[i] == 1:
        prime.append(i+1)

while True:
    n = int(raw_input())
    if n == 0:
        break
    count = 0
    for i in prime:
        if i > n/2:
            break
        m = n - i
        if p[m-1] == 1:
                count += 1
    print count","import java.util.Scanner;

public class Main {
	public static void main(String[] arg) {
		boolean[] notPrime = new boolean[50001];
		notPrime[0] = true;
		notPrime[1] = true;
		final int limit = (int) Math.sqrt(50000);
		for (int i = 2; i <= limit; i++) {
			if (!notPrime[i]) {
				for (int j = i + i; j <= 50000; j = j + i) {
					notPrime[j] = true;
				}
			}
		}
		int primeCount = 1;
		for (int i = 3; i <= 50000; i += 2) {
			if (!notPrime[i]) {
				primeCount++;
			}
		}

		int[] primes = new int[primeCount];
		primes[0] = 2;
		int index = 1;
		for (int i = 3; i <= 50000; i += 2) {
			if (!notPrime[i]) {
				primes[index++] = i;
			}
		}
		int[] gbc = new int[50001];
		for (int i = 0; i < primes.length; i++) {
			for (int j = i; j < primes.length; j++) {
				int val = primes[i] + primes[j];
				if (val > 50000) {
					break;
				}
				gbc[val]++;
			}
		}

		Scanner in = new Scanner(System.in);
		while (in.hasNext()) {
			int n = in.nextInt();
			if (n != 0) {
				System.out.println(gbc[n]);
			}
		}

	}
}",( raw_input ( )print count printprintprintprintprintprintprintprint countprintprint countprint countprintprintprintprint count printprint count printprint count printprint count printprint count printprint count printprint count printprint count printprintprintprint,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		PrintWriter out = new PrintWriter(System.out);
		int n = Integer.parseInt(br.readLine());",0.0,0.0261,0.0,0.0
BigCodeNet,506,"import math

r = 50001
sqrt = int(math.sqrt(r))
p = [1]*r
p[0] = 0
for i in range(1,sqrt):
    if p[i]:
        p[2*i+1::i+1] = [0 for x in range(2*i+1,r,i+1)]

prime = []
for i in range(len(p)):
    if p[i] == 1:
        prime.append(i+1)

while True:
    n = int(raw_input())
    if n == 0:
        break
    count = 0
    for i in prime:
        if i > n/2:
            break
        m = n - i
        if p[m-1] == 1:
                count += 1
    print count","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;

public class Main {
	private static final Integer[] primeNumberArray = getPrimeNumberArray(110000);
	private static final int[] ansArray = getAnsArray(50000);

	public static void main(String[] args) throws IOException {
		try (BufferedReader input = new BufferedReader(new InputStreamReader(System.in))) {
			while (input.ready()) {
				final int dataset = Integer.valueOf(input.readLine());
				if (dataset == 0)
					break;
				System.out.println(ansArray[dataset]);
			}
		}
	}

	private static int[] getAnsArray(final int maxNumber) {
		int ansArray[] = new int[maxNumber + 1];
		int tmp = 0;
		for (int i = 0; i < primeNumberArray.length; i++) {
			for (int j = i; j < primeNumberArray.length / 2; j++) {
				tmp = primeNumberArray[i] + primeNumberArray[j];
				if (tmp > maxNumber) {
					break;
				}
				ansArray[tmp]++;
			}
		}
		return ansArray;
	}

	public static Integer[] getPrimeNumberArray(final int maxNumber) {
		ArrayList<Integer> primeNumberList = new ArrayList<>();
		primeNumberList.add(2);
		primeNumberList.add(3);
		primeNumberList.add(5);
		primeNumberList.add(7);

		final int[] oneDigitList = { 1, 3, 7, 9 };

		int tmp;
		int sqrtTmp;
		boolean addFlag;
		for (int i = 10; i <= maxNumber; i += 10) {
			for (int oneDigit : oneDigitList) {
				addFlag = true;
				tmp = i + oneDigit;
				sqrtTmp = (int) Math.sqrt(tmp);
				for (int primeNumber : primeNumberList) {
					if (tmp % primeNumber == 0) {
						addFlag = false;
						break;
					}
					if (sqrtTmp < primeNumber) {
						break;
					}
				}
				if (addFlag) {
					primeNumberList.add(tmp);
				}
			}
		}
		return primeNumberList.toArray(new Integer[0]);
	}
}",( raw_input ( )print count printprintprintprintprintprintprintprint countprintprint countprint countprintprintprintprint count printprint count printprint count printprint count printprint count printprint count printprint count printprint count printprintprintprint,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		PrintWriter out = new PrintWriter(System.out);
		int n = Integer.parseInt(br.readLine());",0.0,0.0274,0.0,0.0
BigCodeNet,507,"import math

r = 50001
sqrt = int(math.sqrt(r))
p = [1]*r
p[0] = 0
for i in range(1,sqrt):
    if p[i]:
        p[2*i+1::i+1] = [0 for x in range(2*i+1,r,i+1)]

prime = []
for i in range(len(p)):
    if p[i] == 1:
        prime.append(i+1)

while True:
    n = int(raw_input())
    if n == 0:
        break
    count = 0
    for i in prime:
        if i > n/2:
            break
        m = n - i
        if p[m-1] == 1:
                count += 1
    print count","import java.io.*;
import java.util.*;

class Main{
    public static void main(String[] args){
	BufferedReader sc=new BufferedReader(new InputStreamReader(System.in));
	try{
	    boolean[] prime = new boolean[50000];
	    Arrays.fill(prime, true);
	    prime[1]=prime[0]=false;
	    for(int i=2; i<Math.sqrt(50000); i++)
		if(prime[i]){
		    for(int j=i*i; j<50000; j+=i)
			prime[j]=false;
		}
	    ArrayList<Integer> pr = new ArrayList<Integer>();	    
	    for(int i=2; i<50000; i++)
		if(prime[i])
		    pr.add(i);
	    
	    int[] nx = new int[50001];
	    for(int i=0; i<pr.size(); i++)
		for(int j=i; j<pr.size() && pr.get(i)+pr.get(j)<=50000; j++)
		    nx[pr.get(i)+pr.get(j)]++;
	    
	    int n;
	    while((n = Integer.valueOf(sc.readLine()))!=0)
		System.out.println(nx[n]);
	}catch (Exception e){
	    System.out.println(""Error"");
	}
    }
}",( raw_input ( )print count printprintprintprintprintprintprintprint countprintprint countprint countprintprintprintprint count printprint count printprint count printprint count printprint count printprint count printprint count printprint count printprintprintprint,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		PrintWriter out = new PrintWriter(System.out);
		int n = Integer.parseInt(br.readLine());",0.0,0.0584,0.0,0.0
BigCodeNet,508,"import sys
def sieve(m):
    N=range(1,m+2,2)
    r=int(m**.5)
    h=len(N)
    N[0]=0
    for i in range(h):
        x=N[i]
        if x>r: break
        if x and i+x<h: N[i+x:h:x]=[0]*((h-1-i-x)/x+1)
    return N
def f0056(n):
    x=0
    if n<4:x=0
    elif n==4:x=1
    elif n%2==1:
        if S[(n-2)/2]:
            x=1
    else:
        a=n/2
        for e in PRIMES:
            if e>a: break
            if S[(n-e)/2]:
                x+=1
    return x

S=sieve(50000)
PRIMES=filter(None,S)
for n in sys.stdin:
    n=int(n)
    if n==0: break
    print f0056(n)","import java.util.Scanner;

public class Main {
	public static void main(String[] arg) {
		boolean[] notPrime = new boolean[50001];
		notPrime[0] = true;
		notPrime[1] = true;
		final int limit = (int) Math.sqrt(50000);
		for (int i = 2; i <= limit; i++) {
			if (!notPrime[i]) {
				for (int j = i + i; j <= 50000; j = j + i) {
					notPrime[j] = true;
				}
			}
		}
		int primeCount = 1;
		for (int i = 3; i <= 50000; i += 2) {
			if (!notPrime[i]) {
				primeCount++;
			}
		}

		int[] primes = new int[primeCount];
		primes[0] = 2;
		int index = 1;
		for (int i = 3; i <= 50000; i += 2) {
			if (!notPrime[i]) {
				primes[index++] = i;
			}
		}
		int[] gbc = new int[50001];
		for (int i = 0; i < primes.length; i++) {
			for (int j = i; j < primes.length; j++) {
				int val = primes[i] + primes[j];
				if (val > 50000) {
					break;
				}
				gbc[val]++;
			}
		}

		Scanner in = new Scanner(System.in);
		while (in.hasNext()) {
			int n = in.nextInt();
			if (n != 0) {
				System.out.println(gbc[n]);
			}
		}

	}
}","sieve(50000)
PRIMES=filter(None,S)
for n=range(1,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int r = sc.nextInt();
		int[] s = new int[n];
		for (int i = 0; i < n; i++) {
			s[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			",0.0,0.0612,0.25,0.5
BigCodeNet,509,"import sys
def sieve(m):
    N=range(1,m+2,2)
    r=int(m**.5)
    h=len(N)
    N[0]=0
    for i in range(h):
        x=N[i]
        if x>r: break
        if x and i+x<h: N[i+x:h:x]=[0]*((h-1-i-x)/x+1)
    return N
def f0056(n):
    x=0
    if n<4:x=0
    elif n==4:x=1
    elif n%2==1:
        if S[(n-2)/2]:
            x=1
    else:
        a=n/2
        for e in PRIMES:
            if e>a: break
            if S[(n-e)/2]:
                x+=1
    return x

S=sieve(50000)
PRIMES=filter(None,S)
for n in sys.stdin:
    n=int(n)
    if n==0: break
    print f0056(n)","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;

public class Main {
	private static final Integer[] primeNumberArray = getPrimeNumberArray(110000);
	private static final int[] ansArray = getAnsArray(50000);

	public static void main(String[] args) throws IOException {
		try (BufferedReader input = new BufferedReader(new InputStreamReader(System.in))) {
			while (input.ready()) {
				final int dataset = Integer.valueOf(input.readLine());
				if (dataset == 0)
					break;
				System.out.println(ansArray[dataset]);
			}
		}
	}

	private static int[] getAnsArray(final int maxNumber) {
		int ansArray[] = new int[maxNumber + 1];
		int tmp = 0;
		for (int i = 0; i < primeNumberArray.length; i++) {
			for (int j = i; j < primeNumberArray.length / 2; j++) {
				tmp = primeNumberArray[i] + primeNumberArray[j];
				if (tmp > maxNumber) {
					break;
				}
				ansArray[tmp]++;
			}
		}
		return ansArray;
	}

	public static Integer[] getPrimeNumberArray(final int maxNumber) {
		ArrayList<Integer> primeNumberList = new ArrayList<>();
		primeNumberList.add(2);
		primeNumberList.add(3);
		primeNumberList.add(5);
		primeNumberList.add(7);

		final int[] oneDigitList = { 1, 3, 7, 9 };

		int tmp;
		int sqrtTmp;
		boolean addFlag;
		for (int i = 10; i <= maxNumber; i += 10) {
			for (int oneDigit : oneDigitList) {
				addFlag = true;
				tmp = i + oneDigit;
				sqrtTmp = (int) Math.sqrt(tmp);
				for (int primeNumber : primeNumberList) {
					if (tmp % primeNumber == 0) {
						addFlag = false;
						break;
					}
					if (sqrtTmp < primeNumber) {
						break;
					}
				}
				if (addFlag) {
					primeNumberList.add(tmp);
				}
			}
		}
		return primeNumberList.toArray(new Integer[0]);
	}
}","sieve(50000)
PRIMES=filter(None,S)
for n=range(1,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int r = sc.nextInt();
		int[] s = new int[n];
		for (int i = 0; i < n; i++) {
			s[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			",0.0,0.0231,0.25,0.5
BigCodeNet,510,"import sys
def sieve(m):
    N=range(1,m+2,2)
    r=int(m**.5)
    h=len(N)
    N[0]=0
    for i in range(h):
        x=N[i]
        if x>r: break
        if x and i+x<h: N[i+x:h:x]=[0]*((h-1-i-x)/x+1)
    return N
def f0056(n):
    x=0
    if n<4:x=0
    elif n==4:x=1
    elif n%2==1:
        if S[(n-2)/2]:
            x=1
    else:
        a=n/2
        for e in PRIMES:
            if e>a: break
            if S[(n-e)/2]:
                x+=1
    return x

S=sieve(50000)
PRIMES=filter(None,S)
for n in sys.stdin:
    n=int(n)
    if n==0: break
    print f0056(n)","import java.io.*;
import java.util.*;

class Main{
    public static void main(String[] args){
	BufferedReader sc=new BufferedReader(new InputStreamReader(System.in));
	try{
	    boolean[] prime = new boolean[50000];
	    Arrays.fill(prime, true);
	    prime[1]=prime[0]=false;
	    for(int i=2; i<Math.sqrt(50000); i++)
		if(prime[i]){
		    for(int j=i*i; j<50000; j+=i)
			prime[j]=false;
		}
	    ArrayList<Integer> pr = new ArrayList<Integer>();	    
	    for(int i=2; i<50000; i++)
		if(prime[i])
		    pr.add(i);
	    
	    int[] nx = new int[50001];
	    for(int i=0; i<pr.size(); i++)
		for(int j=i; j<pr.size() && pr.get(i)+pr.get(j)<=50000; j++)
		    nx[pr.get(i)+pr.get(j)]++;
	    
	    int n;
	    while((n = Integer.valueOf(sc.readLine()))!=0)
		System.out.println(nx[n]);
	}catch (Exception e){
	    System.out.println(""Error"");
	}
    }
}","sieve(50000)
PRIMES=filter(None,S)
for n=range(1,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,m+2,","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int r = sc.nextInt();
		int[] s = new int[n];
		for (int i = 0; i < n; i++) {
			s[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			",0.0,0.0756,0.25,0.5
